activity_id,data,nome,tipo,duracao_s,distancia_m,calorias,fc_media,fc_maxima,velocidade_media,velocidade_maxima,elevacao_ganho,efeito_aerobico,efeito_anaerobico,carga_atividade,label_efeito,min_moderados,min_vigorosos,body_battery_impacto,temperatura_min,temperatura_max,local,hr_zona_1_s,hr_zona_2_s,hr_zona_3_s,hr_zona_4_s,hr_zona_5_s
23267482074,2026-06-15,Strength,strength_training,2194.830078125,0.0,135.0,88.0,121.0,0.0,,,0.30000001192092896,0.0,3.8447265625,UNKNOWN,13,0,-6,,,,457.0,1.999,0.0,0.0,0.0
23245709723,2026-06-14,São Vicente Running,running,4743.72216796875,12006.4296875,758.0,120.0,138.0,2.5309998989105225,3.078999996185303,24.0,2.5,0.0,47.17329406738281,AEROBIC_BASE,4,78,-15,25.0,30.0,São Vicente,2847.299,1856.846,0.0,0.0,0.0
23238377702,2026-06-13,Pool Swim,lap_swimming,3198.827880859375,1700.0,414.0,120.0,143.0,0.6769999861717224,0.8040000200271608,,2.0,0.0,23.659942626953125,AEROBIC_BASE,28,19,,,,,1401.515,1643.626,0.0,0.0,0.0
23233729250,2026-06-13,São Vicente Cycling,cycling,7282.72412109375,48008.078125,856.0,122.0,150.0,6.5920000076293945,10.357000350952147,94.0,2.4000000953674316,0.10000000149011612,44.65550231933594,AEROBIC_BASE,104,16,-20,23.0,27.0,São Vicente,1017.266,6162.631,92.0,0.0,0.0
23220905169,2026-06-12,Pool Swim,lap_swimming,3195.35791015625,1600.0,421.0,121.0,156.0,0.6899999976158142,1.8890000581741333,,2.200000047683716,1.100000023841858,45.507354736328125,AEROBIC_BASE,34,15,,,,,1408.658,1512.023,16.001,0.0,0.0
23209464898,2026-06-11,São Vicente - Fartlek 1@1',running,2478.883056640625,8093.1201171875,530.0,150.0,181.0,3.265000104904175,4.479000091552734,7.0,3.5999999046325684,0.0,127.07115173339844,TEMPO,2,39,-13,22.0,26.0,São Vicente,317.835,559.417,1471.684,22.849,0.0
23198307327,2026-06-10,Pool Swim,lap_swimming,3045.596923828125,1400.0,355.0,113.0,159.0,0.7289999723434448,1.9789999723434448,,2.0999999046325684,0.30000001192092896,31.811782836914062,RECOVERY,28,11,,,,,1632.769,632.26,90.243,0.0,0.0
23197609704,2026-06-10,São Vicente Cycling,cycling,2589.013916015625,15879.9404296875,312.0,116.0,130.0,6.133999824523926,7.866000175476074,24.0,1.5,0.0,17.15576171875,AEROBIC_BASE,36,4,-7,20.0,28.0,São Vicente,1132.682,1450.599,0.0,0.0,0.0
23192368951,2026-06-09,Santos Cycling,cycling,1123.948974609375,6091.47998046875,178.0,127.0,174.0,5.420000076293945,9.116000175476074,5.0,2.0999999046325684,0.6000000238418579,36.839599609375,RECOVERY,5,11,-2,24.0,27.0,Santos,173.159,630.004,160.998,106.984,0.0
23189996966,2026-06-09,São Vicente Cycling,cycling,1053.126953125,6124.89990234375,154.0,121.0,129.0,5.815999984741211,6.951000213623047,3.0,1.100000023841858,0.0,13.000473022460938,RECOVERY,9,7,-3,26.0,28.0,São Vicente,82.695,970.418,0.0,0.0,0.0
23184863390,2026-06-09,São Vicente Cycling,cycling,2204.510986328125,15139.5302734375,386.0,134.0,158.0,6.868000030517578,8.267000198364258,16.0,2.9000000953674316,0.30000001192092896,63.62611389160156,AEROBIC_BASE,7,28,-8,19.0,28.0,São Vicente,246.001,1386.989,559.113,0.0,0.0
23184518089,2026-06-08,Strength,strength_training,1903.489990234375,0.0,116.0,88.0,115.0,0.0,,,0.20000000298023224,0.0,2.7214813232421875,UNKNOWN,10,0,-3,,,,416.995,0.0,0.0,0.0,0.0
23163441319,2026-06-07,São Vicente Running,running,4918.23583984375,12486.4697265625,852.0,136.0,175.0,2.5390000343322754,3.368000030517578,192.0,3.0999999046325684,0.0,79.63993835449219,AEROBIC_BASE,10,73,-15,22.0,28.0,São Vicente,337.612,3747.631,823.993,0.0,0.0
23155076053,2026-06-06,Pool Swim,lap_swimming,1917.7320556640625,1000.0,365.0,139.0,167.0,0.7210000157356262,0.8500000238418579,,2.700000047683716,2.0999999046325684,81.25588989257812,AEROBIC_BASE,1,30,,,,,77.892,1572.551,233.109,0.0,0.0
23150100611,2026-06-06,São Vicente Cycling,cycling,7201.1572265625,46598.609375,900.0,127.0,155.0,6.4710001945495605,9.611000061035156,88.0,2.799999952316284,0.6000000238418579,63.71669006347656,AEROBIC_BASE,68,42,-18,17.0,27.0,São Vicente,253.635,6613.473,327.98,0.0,0.0
23138147603,2026-06-05,Pool Swim,lap_swimming,3171.386962890625,1500.0,394.0,118.0,173.0,0.7099999785423279,1.7690000534057617,,2.0999999046325684,2.0999999046325684,56.14494323730469,ANAEROBIC_CAPACITY,39,11,,,,,1825.151,966.08,122.365,0.0,0.0
23132824103,2026-06-04,São Vicente Cycling,cycling,3600.618896484375,22374.91015625,403.0,115.0,135.0,6.214000225067139,7.875000000000001,29.0,1.899999976158142,0.0,20.326416015625,AEROBIC_BASE,48,8,-7,20.0,28.0,São Vicente,1714.064,1884.015,0.0,0.0,0.0
23114271955,2026-06-03,Pool Swim,lap_swimming,2703.5849609375,1250.0,438.0,133.0,176.0,0.722000002861023,1.4490000009536743,,2.5,2.299999952316284,79.509765625,AEROBIC_BASE,11,32,,,,,334.775,1992.679,310.0,0.0,0.0
23113489335,2026-06-03,São Vicente Running,running,2585.97509765625,6713.7001953125,453.0,134.0,182.0,2.5959999561309814,3.003999948501587,81.0,2.700000047683716,0.0,54.434844970703125,AEROBIC_BASE,6,38,-10,22.0,26.0,São Vicente,191.579,2117.851,257.794,16.864,0.0
23102682083,2026-06-02,São Vicente - Cycling Threshold,cycling,2563.89990234375,16988.859375,481.0,141.0,170.0,6.625999927520752,8.295000076293945,13.0,3.299999952316284,0.8999999761581421,98.13722229003906,AEROBIC_BASE,9,32,-11,19.0,29.0,São Vicente,247.701,935.009,853.282,493.408,0.0
23102681165,2026-06-01,Strength,strength_training,2043.9610595703125,0.0,129.0,89.0,111.0,0.0,,,0.20000000298023224,0.0,2.8546295166015625,UNKNOWN,9,0,-3,,,,351.008,0.0,0.0,0.0,0.0
23102680590,2026-06-01,São Vicente Running,running,1801.3089599609375,4138.5498046875,261.0,114.0,123.0,2.2980000972747803,2.5290000438690186,3.0,1.5,0.0,16.661483764648438,RECOVERY,12,15,-6,24.0,30.0,São Vicente,1683.673,55.999,0.0,0.0,0.0
