data,duracao_total_min,sono_profundo_min,sono_leve_min,sono_rem_min,acordado_min,vezes_acordado,momentos_agitados,score_geral,score_geral_qualif,score_rem_pct,score_rem_qualif,score_deep_pct,score_deep_qualif,score_light_pct,score_duracao_qualif,score_stress_qualif,score_agitacao_qualif,feedback_sono,insight_personalizado,hrv_medio_noite,hrv_status,fc_media_sono,fc_repouso,respiracao_media,respiracao_minima,respiracao_maxima,stress_medio_sono,body_battery_variacao,sono_necessidade_baseline,sono_necessidade_real,sono_ajuste_treino,sono_ajuste_hrv
2025-07-27,363.0,52.0,250.0,61.0,24.0,2,,72,FAIR,17,FAIR,14,FAIR,69,FAIR,GOOD,FAIR,POSITIVE_RECOVERING,STRESS_POS_FAIR_OR_POOR_SLEEP_RESTFUL_DAY,,,,47,11.0,7.0,18.0,16.0,57,480,480,NO_CHANGE,NO_CHANGE
2025-07-28,396.0,81.0,224.0,91.0,26.0,1,,81,GOOD,23,EXCELLENT,20,EXCELLENT,57,FAIR,GOOD,GOOD,POSITIVE_DEEP,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_RESTFUL_DAY,,,,47,12.0,7.0,20.0,14.0,65,480,520,NO_CHANGE,NO_CHANGE
2025-07-29,412.0,95.0,240.0,77.0,9.0,1,,82,GOOD,19,FAIR,23,EXCELLENT,58,FAIR,GOOD,EXCELLENT,POSITIVE_DEEP,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_VIGOROUS_DURING_DAY_OUTDOOR,,,,48,12.0,7.0,18.0,14.0,68,480,510,NO_CHANGE,NO_CHANGE
2025-07-30,413.7,70.0,231.0,113.0,1.0,0,,82,GOOD,27,EXCELLENT,17,GOOD,56,FAIR,FAIR,EXCELLENT,POSITIVE_REFRESHING,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_MODERATE_DURING_DAY,,,,47,12.0,7.0,17.0,17.0,68,480,480,NO_CHANGE,NO_CHANGE
2025-07-31,411.0,71.0,280.0,60.0,29.0,2,,76,FAIR,15,FAIR,17,GOOD,68,FAIR,GOOD,FAIR,POSITIVE_DEEP,GENERAL_POS_FAIR_OR_POOR_SLEEP,,,,51,11.0,6.0,21.0,15.0,63,480,500,TODAYS_LOAD_AND_CHRONIC,NO_CHANGE
2025-08-01,520.0,53.0,403.0,64.0,3.0,0,,85,GOOD,12,FAIR,10,FAIR,78,EXCELLENT,GOOD,EXCELLENT,POSITIVE_LONG_AND_CONTINUOUS,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_RESTFUL_DAY,,,,47,12.0,7.0,20.0,14.0,69,480,520,NO_CHANGE,NO_CHANGE
2025-08-02,418.0,28.0,348.0,42.0,0.0,0,,73,FAIR,10,POOR,7,FAIR,83,FAIR,FAIR,EXCELLENT,NEGATIVE_NOT_ENOUGH_REM,STRESS_NEG_GOOD_OR_WORSE_SLEEP_STRESSFUL_DAY,,,,45,10.0,6.0,19.0,17.0,64,480,480,NO_CHANGE,NO_CHANGE
2025-08-03,422.9,61.0,299.0,63.0,21.0,2,,76,FAIR,15,FAIR,14,FAIR,71,FAIR,FAIR,FAIR,POSITIVE_RECOVERING,STRESS_POS_FAIR_OR_POOR_SLEEP_RESTFUL_DAY,,,,47,12.0,6.0,22.0,17.0,63,480,480,NO_CHANGE,NO_CHANGE
2025-08-04,535.0,136.0,332.0,67.0,24.0,1,,83,GOOD,13,FAIR,25,EXCELLENT,62,EXCELLENT,FAIR,GOOD,POSITIVE_LONG_AND_DEEP,HARD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_HARD_DURING_DAY,,,,48,13.0,6.0,21.0,19.0,75,480,500,TODAYS_LOAD_AND_CHRONIC,NO_CHANGE
2025-08-05,337.5,46.0,180.0,112.0,0.0,0,,72,FAIR,33,FAIR,14,FAIR,53,FAIR,EXCELLENT,EXCELLENT,POSITIVE_RECOVERING,STRESS_POS_FAIR_OR_POOR_SLEEP_RESTFUL_DAY,,,,47,12.0,7.0,18.0,8.0,57,480,480,NO_CHANGE,NO_CHANGE
2025-08-06,501.0,73.0,324.0,104.0,15.0,1,,89,GOOD,21,GOOD,15,FAIR,65,EXCELLENT,GOOD,GOOD,POSITIVE_LONG_AND_CALM,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_MODERATE_DURING_DAY,,,,46,12.0,6.0,18.0,13.0,73,480,510,HIGH_ACWR_AND_CHRONIC,NO_CHANGE
2025-08-07,345.0,53.0,172.0,120.0,0.0,0,,72,FAIR,35,FAIR,15,FAIR,50,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,GENERAL_POS_FAIR_OR_POOR_SLEEP,,,,44,11.0,7.0,16.0,16.0,51,480,480,NO_CHANGE,NO_CHANGE
2025-08-08,467.0,137.0,273.0,57.0,17.0,1,,81,GOOD,12,FAIR,29,EXCELLENT,58,EXCELLENT,FAIR,GOOD,POSITIVE_LONG_AND_DEEP,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_VIGOROUS_CLOSE_BED,,,,48,13.0,6.0,19.0,20.0,60,480,520,NO_CHANGE,NO_CHANGE
2025-08-09,425.0,57.0,250.0,118.0,0.0,0,,83,GOOD,28,EXCELLENT,13,FAIR,59,FAIR,GOOD,EXCELLENT,POSITIVE_REFRESHING,NOT_AVAILABLE,,,,45,12.0,6.0,17.0,15.0,55,480,480,NO_CHANGE,NO_CHANGE
2025-08-10,426.0,116.0,198.0,112.0,3.0,0,,85,GOOD,26,EXCELLENT,27,EXCELLENT,46,FAIR,FAIR,EXCELLENT,POSITIVE_REFRESHING,HARD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_HARD_DURING_DAY,,,,50,12.0,7.0,18.0,16.0,67,480,520,TODAYS_LOAD_AND_CHRONIC,NO_DATA
2025-08-11,264.0,59.0,128.0,77.0,9.0,1,,58,POOR,29,EXCELLENT,22,EXCELLENT,48,POOR,EXCELLENT,EXCELLENT,POSITIVE_SHORT_BUT_RECOVERING,STRESS_POS_FAIR_OR_POOR_SLEEP_RESTFUL_DAY,,,,41,11.0,6.0,17.0,8.0,56,480,480,NO_CHANGE,NO_CHANGE
2025-08-12,430.7,65.0,287.0,79.0,10.0,1,,83,GOOD,18,FAIR,15,FAIR,67,GOOD,EXCELLENT,EXCELLENT,POSITIVE_LONG_AND_RECOVERING,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_MODERATE_DURING_DAY_OUTDOOR,,,,46,11.0,6.0,20.0,12.0,62,480,500,NO_CHANGE,NO_CHANGE
2025-08-13,414.0,66.0,258.0,90.0,6.0,0,,84,GOOD,22,GOOD,16,GOOD,62,FAIR,EXCELLENT,EXCELLENT,POSITIVE_CONTINUOUS,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_MODERATE_CLOSE_BED,,,,45,11.0,6.0,18.0,11.0,67,480,480,NO_CHANGE,NO_CHANGE
2025-08-14,407.0,80.0,256.0,71.0,1.0,0,,81,GOOD,17,FAIR,20,EXCELLENT,63,FAIR,GOOD,EXCELLENT,POSITIVE_CONTINUOUS,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,,44,11.0,6.0,19.0,14.0,56,480,480,NO_CHANGE,NO_CHANGE
2025-08-15,421.9,68.0,253.0,101.0,10.0,1,,84,GOOD,24,EXCELLENT,16,GOOD,60,FAIR,GOOD,EXCELLENT,POSITIVE_REFRESHING,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_VIGOROUS_DURING_DAY,,,,45,12.0,7.0,17.0,13.0,73,480,480,NO_CHANGE,NO_CHANGE
2025-08-16,394.0,82.0,252.0,60.0,11.0,1,,76,FAIR,15,FAIR,21,EXCELLENT,64,FAIR,FAIR,EXCELLENT,POSITIVE_DEEP,STRESS_POS_FAIR_OR_POOR_SLEEP_RESTFUL_DAY,,,,47,12.0,7.0,23.0,18.0,59,480,480,NO_CHANGE,NO_CHANGE
2025-08-17,398.0,67.0,275.0,56.0,6.0,1,,78,FAIR,14,FAIR,17,GOOD,69,FAIR,GOOD,EXCELLENT,POSITIVE_CONTINUOUS,HARD_EXERCISE_POS_FAIR_SLEEP_HARD_TO_STRENUOUS_DURING_DAY,,,,48,12.0,6.0,17.0,13.0,67,480,540,TODAYS_LOAD_AND_CHRONIC,NO_CHANGE
2025-08-18,399.0,66.0,223.0,110.0,21.0,2,,80,GOOD,28,EXCELLENT,17,GOOD,56,FAIR,EXCELLENT,GOOD,POSITIVE_REFRESHING,GENERAL_POS_EXCELLENT_OR_GOOD_SLEEP,,,,45,11.0,6.0,16.0,13.0,66,480,540,HIGH_ACWR_AND_CHRONIC,NO_CHANGE
2025-08-19,412.7,115.0,169.0,129.0,1.0,0,,85,GOOD,31,GOOD,28,EXCELLENT,41,FAIR,EXCELLENT,EXCELLENT,POSITIVE_DEEP,NOT_AVAILABLE,,,,44,11.0,7.0,17.0,11.0,61,480,510,NO_CHANGE,NO_CHANGE
2025-08-20,412.0,69.0,293.0,50.0,10.0,1,,77,FAIR,12,FAIR,17,GOOD,71,FAIR,FAIR,EXCELLENT,POSITIVE_CALM,STRESS_POS_FAIR_OR_POOR_SLEEP_RESTFUL_DAY,,,,47,12.0,7.0,20.0,16.0,65,480,480,NO_CHANGE,NO_CHANGE
2025-08-21,427.0,112.0,255.0,60.0,1.0,0,,79,FAIR,14,FAIR,26,EXCELLENT,60,FAIR,FAIR,EXCELLENT,POSITIVE_DEEP,HARD_EXERCISE_POS_FAIR_SLEEP_HARD_TO_STRENUOUS_DURING_DAY,,,,44,12.0,7.0,18.0,20.0,67,480,510,TODAYS_LOAD_AND_CHRONIC,NO_CHANGE
2025-08-22,416.0,59.0,242.0,115.0,0.0,0,,85,GOOD,28,EXCELLENT,14,FAIR,58,FAIR,EXCELLENT,EXCELLENT,POSITIVE_RECOVERING,NOT_AVAILABLE,,,,43,12.0,7.0,19.0,7.0,58,480,480,NO_CHANGE,NO_CHANGE
2025-08-23,450.7,80.0,261.0,110.0,29.0,3,,85,GOOD,24,EXCELLENT,18,GOOD,58,GOOD,EXCELLENT,FAIR,POSITIVE_LONG_AND_RECOVERING,NOT_AVAILABLE,,,,43,11.0,6.0,17.0,8.0,57,480,480,NO_CHANGE,NO_CHANGE
2025-08-24,219.0,64.0,118.0,37.0,2.0,0,,47,POOR,17,FAIR,29,EXCELLENT,54,POOR,FAIR,EXCELLENT,POSITIVE_SHORT_BUT_CONTINUOUS,NOT_AVAILABLE,,,,48,12.0,6.0,15.0,23.0,36,480,480,NO_CHANGE,NO_CHANGE
2025-08-25,300.0,78.0,181.0,41.0,0.0,0,,64,FAIR,14,FAIR,26,EXCELLENT,60,POOR,GOOD,EXCELLENT,POSITIVE_SHORT_BUT_DEEP,NOT_AVAILABLE,,,,42,12.0,7.0,17.0,13.0,55,480,520,TODAYS_LOAD_AND_CHRONIC,NO_CHANGE
2025-08-26,427.0,142.0,149.0,136.0,0.0,0,,87,GOOD,32,FAIR,33,EXCELLENT,35,FAIR,EXCELLENT,EXCELLENT,POSITIVE_RECOVERING,NOT_AVAILABLE,,,,40,11.0,7.0,16.0,9.0,59,480,540,CHRONIC,NO_CHANGE
2025-08-27,407.0,101.0,203.0,103.0,0.0,0,,86,GOOD,25,EXCELLENT,25,EXCELLENT,50,FAIR,EXCELLENT,EXCELLENT,POSITIVE_RECOVERING,NOT_AVAILABLE,,,,41,11.0,7.0,16.0,7.0,61,480,510,CHRONIC,NO_CHANGE
2025-08-28,460.0,110.0,271.0,79.0,19.0,2,,88,GOOD,17,FAIR,24,EXCELLENT,59,EXCELLENT,EXCELLENT,GOOD,POSITIVE_LONG_AND_RECOVERING,NOT_AVAILABLE,,,,41,12.0,7.0,16.0,10.0,73,480,510,CHRONIC,NO_CHANGE
2025-08-29,400.0,68.0,272.0,60.0,10.0,1,,79,FAIR,15,FAIR,17,GOOD,68,FAIR,EXCELLENT,EXCELLENT,POSITIVE_CALM,NOT_AVAILABLE,,,,43,12.0,7.0,17.0,13.0,62,480,480,NO_CHANGE,NO_CHANGE
2025-08-30,513.0,90.0,320.0,103.0,14.0,1,,91,EXCELLENT,20,FAIR,18,GOOD,62,EXCELLENT,EXCELLENT,EXCELLENT,POSITIVE_HIGHLY_RECOVERING,NOT_AVAILABLE,,,,45,12.0,5.0,22.0,13.0,73,480,480,NO_CHANGE,NO_CHANGE
2025-08-31,480.0,64.0,351.0,65.0,41.0,1,,80,GOOD,14,FAIR,13,FAIR,73,EXCELLENT,FAIR,FAIR,POSITIVE_LONG_AND_CALM,NOT_AVAILABLE,,,,47,12.0,7.0,20.0,18.0,55,480,480,NO_CHANGE,NO_CHANGE
2025-09-01,232.0,77.0,144.0,11.0,1.0,0,,45,POOR,5,POOR,33,EXCELLENT,62,POOR,FAIR,EXCELLENT,NEGATIVE_SHORT_AND_NONRECOVERING,NOT_AVAILABLE,,,,47,13.0,9.0,19.0,22.0,26,480,480,NO_CHANGE,NO_CHANGE
2025-09-02,415.0,97.0,234.0,84.0,7.0,1,,80,GOOD,20,FAIR,23,EXCELLENT,56,FAIR,FAIR,EXCELLENT,POSITIVE_DEEP,NOT_AVAILABLE,,,,44,12.0,8.0,18.0,17.0,65,480,540,NO_CHANGE,NO_CHANGE
2025-09-03,397.0,132.0,194.0,71.0,3.0,0,,79,FAIR,18,FAIR,33,EXCELLENT,49,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,NOT_AVAILABLE,,,,44,12.0,7.0,18.0,16.0,62,480,520,NO_CHANGE,NO_CHANGE
2025-09-04,417.0,62.0,274.0,81.0,0.0,0,,82,GOOD,19,FAIR,15,FAIR,66,FAIR,GOOD,EXCELLENT,POSITIVE_CONTINUOUS,NOT_AVAILABLE,,,,45,12.0,6.0,16.0,13.0,67,480,510,NO_CHANGE,NO_CHANGE
2025-09-05,433.0,107.0,226.0,100.0,1.0,0,,88,GOOD,23,EXCELLENT,25,EXCELLENT,52,GOOD,EXCELLENT,EXCELLENT,POSITIVE_LONG_AND_CONTINUOUS,NOT_AVAILABLE,,,,42,12.0,6.0,18.0,11.0,67,480,500,NO_CHANGE,NO_CHANGE
2025-09-06,410.0,61.0,318.0,31.0,2.0,0,,69,FAIR,8,POOR,15,FAIR,78,FAIR,FAIR,EXCELLENT,NEGATIVE_NOT_ENOUGH_REM,NOT_AVAILABLE,,,,45,13.0,7.0,18.0,21.0,54,480,480,NO_CHANGE,NO_CHANGE
2025-09-07,462.0,124.0,332.0,6.0,8.0,0,,56,POOR,1,POOR,27,EXCELLENT,72,EXCELLENT,POOR,EXCELLENT,NEGATIVE_LONG_BUT_NOT_ENOUGH_REM,NOT_AVAILABLE,,,,46,13.0,8.0,21.0,34.0,37,480,520,DAILY_ACTIVITY_AND_CHRONIC,NO_CHANGE
2025-09-08,417.0,67.0,310.0,40.0,7.0,0,,76,FAIR,10,POOR,16,FAIR,74,FAIR,FAIR,EXCELLENT,NEGATIVE_NOT_ENOUGH_REM,NOT_AVAILABLE,,,,47,12.0,7.0,20.0,16.0,56,480,520,NO_CHANGE,NO_CHANGE
2025-09-09,394.0,50.0,282.0,62.0,2.0,0,,76,FAIR,16,FAIR,13,FAIR,72,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,NOT_AVAILABLE,,,,47,11.0,6.0,16.0,17.0,53,480,500,NO_CHANGE,NO_CHANGE
2025-09-10,417.6,117.0,243.0,58.0,0.0,0,,79,FAIR,14,FAIR,28,EXCELLENT,58,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,NOT_AVAILABLE,,,,44,13.0,8.0,17.0,19.0,55,480,510,NO_CHANGE,NO_CHANGE
2025-09-11,397.6,110.0,207.0,81.0,1.0,0,,79,FAIR,20,FAIR,28,EXCELLENT,52,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,NOT_AVAILABLE,,,,45,12.0,7.0,18.0,19.0,65,480,480,NO_CHANGE,NO_CHANGE
2025-09-12,416.0,73.0,252.0,91.0,1.0,0,,83,GOOD,22,GOOD,18,GOOD,61,FAIR,GOOD,EXCELLENT,POSITIVE_CONTINUOUS,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_MODERATE_DURING_DAY,,,48.0,41,12.0,8.0,17.0,14.0,65,480,500,NO_CHANGE,NO_CHANGE
2025-09-13,416.0,117.0,226.0,73.0,0.0,0,,84,GOOD,18,FAIR,28,EXCELLENT,54,FAIR,EXCELLENT,EXCELLENT,POSITIVE_CONTINUOUS,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,45.0,43,12.0,7.0,17.0,11.0,57,480,480,NO_CHANGE,NO_CHANGE
2025-09-14,435.0,48.0,362.0,26.0,1.0,0,,70,FAIR,6,POOR,11,FAIR,83,FAIR,EXCELLENT,EXCELLENT,POSITIVE_CONTINUOUS,GENERAL_POS_FAIR_OR_POOR_SLEEP,,,46.0,44,11.0,6.0,18.0,11.0,46,480,440,NO_CHANGE,NO_CHANGE
2025-09-15,301.0,68.0,179.0,54.0,31.0,2,,62,FAIR,18,FAIR,23,EXCELLENT,59,POOR,FAIR,FAIR,POSITIVE_SHORT_BUT_DEEP,GENERAL_POS_FAIR_OR_POOR_SLEEP,,,47.0,42,11.0,6.0,16.0,18.0,49,480,480,NO_CHANGE,NO_CHANGE
2025-09-16,440.0,122.0,235.0,83.0,17.0,1,,86,GOOD,19,FAIR,28,EXCELLENT,53,GOOD,EXCELLENT,GOOD,POSITIVE_LONG_AND_DEEP,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_MODERATE_CLOSE_BED,,,46.0,41,12.0,7.0,16.0,12.0,72,480,540,NO_CHANGE,NO_CHANGE
2025-09-17,395.0,159.0,168.0,68.0,0.0,0,,81,GOOD,17,FAIR,40,EXCELLENT,43,FAIR,EXCELLENT,EXCELLENT,POSITIVE_RECOVERING,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,44.0,41,12.0,6.0,17.0,10.0,60,480,480,NO_CHANGE,NO_CHANGE
2025-09-18,410.0,123.0,228.0,59.0,4.0,0,,79,FAIR,14,FAIR,30,EXCELLENT,56,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,GENERAL_POS_FAIR_OR_POOR_SLEEP,,,45.0,40,12.0,8.0,16.0,17.0,72,480,500,NO_CHANGE,NO_CHANGE
2025-09-19,410.0,98.0,262.0,50.0,3.0,0,,80,GOOD,12,FAIR,24,EXCELLENT,64,FAIR,GOOD,EXCELLENT,POSITIVE_DEEP,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_RESTFUL_DAY,,,47.0,44,12.0,7.0,17.0,14.0,64,480,500,NO_CHANGE,NO_CHANGE
2025-09-20,324.0,80.0,222.0,22.0,7.0,0,,61,FAIR,7,POOR,25,EXCELLENT,69,POOR,FAIR,EXCELLENT,NEGATIVE_SHORT_AND_NONRECOVERING,GENERAL_NEG_FAIR_OR_POOR_SLEEP,,,55.0,46,13.0,6.0,19.0,23.0,37,480,480,NO_CHANGE,NO_CHANGE
2025-09-21,383.0,59.0,289.0,35.0,28.0,2,,67,FAIR,9,POOR,15,FAIR,75,FAIR,FAIR,FAIR,NEGATIVE_NOT_ENOUGH_REM,STRESS_NEG_GOOD_OR_FAIR_SLEEP_STRESSFUL_EVENING,,,55.0,46,13.0,8.0,18.0,24.0,43,480,540,NO_CHANGE,NO_CHANGE
2025-09-22,350.0,103.0,247.0,0.0,12.0,1,,41,POOR,0,POOR,29,EXCELLENT,71,FAIR,POOR,EXCELLENT,NEGATIVE_NOT_RESTORATIVE,HARD_EXERCISE_NEG_FAIR_OR_POOR_SLEEP_HARD_DURING_DAY,,,62.0,44,15.0,9.0,20.0,47.0,18,480,540,TODAYS_LOAD_AND_CHRONIC,NO_CHANGE
2025-09-23,472.0,85.0,268.0,119.0,3.0,0,,97,EXCELLENT,25,EXCELLENT,18,EXCELLENT,57,EXCELLENT,EXCELLENT,EXCELLENT,POSITIVE_HIGHLY_RECOVERING,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,47.0,44,11.0,6.0,15.0,10.0,67,480,540,NO_CHANGE,INCREASING
2025-09-24,417.0,94.0,248.0,75.0,1.0,0,,82,GOOD,18,FAIR,23,EXCELLENT,59,FAIR,GOOD,EXCELLENT,POSITIVE_DEEP,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_MODERATE_DURING_DAY,,,47.0,43,12.0,6.0,16.0,15.0,65,480,480,NO_CHANGE,NO_CHANGE
2025-09-25,419.0,109.0,273.0,37.0,3.0,0,,76,FAIR,9,POOR,26,EXCELLENT,65,FAIR,GOOD,EXCELLENT,NEGATIVE_NOT_ENOUGH_REM,GENERAL_NEG_FAIR_OR_POOR_SLEEP,,,46.0,44,12.0,8.0,19.0,14.0,61,480,480,NO_CHANGE,NO_CHANGE
2025-09-26,414.0,115.0,234.0,65.0,0.0,0,,83,GOOD,16,FAIR,28,EXCELLENT,57,FAIR,EXCELLENT,EXCELLENT,POSITIVE_CONTINUOUS,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_RESTFUL_DAY,,,45.0,43,12.0,7.0,17.0,11.0,65,480,480,NO_CHANGE,NO_CHANGE
2025-09-27,436.0,90.0,269.0,77.0,1.0,0,,85,GOOD,18,FAIR,21,EXCELLENT,62,GOOD,GOOD,EXCELLENT,POSITIVE_LONG_AND_CONTINUOUS,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,47.0,44,12.0,7.0,18.0,15.0,61,480,480,NO_CHANGE,NO_CHANGE
2025-09-28,425.0,89.0,274.0,62.0,4.0,0,,78,FAIR,15,FAIR,21,EXCELLENT,64,FAIR,FAIR,EXCELLENT,POSITIVE_DEEP,GENERAL_POS_FAIR_OR_POOR_SLEEP,,,53.0,46,13.0,7.0,18.0,21.0,49,480,480,NO_CHANGE,NO_CHANGE
2025-09-29,414.0,81.0,270.0,63.0,2.0,0,,83,GOOD,15,FAIR,20,EXCELLENT,65,FAIR,EXCELLENT,EXCELLENT,POSITIVE_RECOVERING,RHYTHM_POS_GOOD_SLEEP_EXCELLENT_TIMING,,,47.0,45,11.0,6.0,18.0,10.0,69,480,480,NO_CHANGE,NO_CHANGE
2025-09-30,406.0,53.0,278.0,75.0,12.0,1,,80,GOOD,18,FAIR,13,FAIR,68,FAIR,EXCELLENT,EXCELLENT,POSITIVE_RECOVERING,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,47.0,42,12.0,6.0,19.0,12.0,59,480,480,NO_CHANGE,NO_CHANGE
2025-10-01,422.8,143.0,219.0,61.0,3.0,0,,78,FAIR,14,FAIR,34,EXCELLENT,52,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,HARD_EXERCISE_POS_FAIR_SLEEP_HARD_TO_STRENUOUS_DURING_DAY,,,48.0,42,13.0,7.0,16.0,20.0,62,480,510,TODAYS_LOAD_AND_CHRONIC,NO_CHANGE
2025-10-02,415.0,84.0,257.0,74.0,1.0,0,,84,GOOD,18,FAIR,20,EXCELLENT,62,FAIR,EXCELLENT,EXCELLENT,POSITIVE_RECOVERING,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_RESTFUL_DAY,,,44.0,42,12.0,7.0,20.0,9.0,73,480,480,NO_CHANGE,NO_CHANGE
2025-10-03,413.0,58.0,310.0,45.0,1.0,0,,79,FAIR,11,POOR,14,FAIR,75,FAIR,EXCELLENT,EXCELLENT,NEGATIVE_NOT_ENOUGH_REM,MOD_EXERCISE_NEG_FAIR_OR_POOR_SLEEP_INACTIVITY,,,44.0,40,11.0,7.0,18.0,7.0,60,480,480,NO_CHANGE,NO_CHANGE
2025-10-04,405.0,129.0,228.0,48.0,3.0,0,,80,GOOD,12,FAIR,32,EXCELLENT,56,FAIR,EXCELLENT,EXCELLENT,POSITIVE_RECOVERING,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_MODERATE_DURING_DAY,,,42.0,40,12.0,7.0,16.0,9.0,60,480,480,NO_CHANGE,NO_CHANGE
2025-10-05,221.0,91.0,117.0,13.0,12.0,1,,35,POOR,6,POOR,41,EXCELLENT,53,POOR,POOR,EXCELLENT,NEGATIVE_SHORT_AND_POOR_QUALITY,RHYTHM_NEG_POOR_SLEEP_REALLY_LATE_TIMING,,,61.0,45,15.0,9.0,21.0,44.0,20,480,500,NO_CHANGE,NO_CHANGE
2025-10-06,486.6,105.0,316.0,66.0,5.0,0,,84,GOOD,14,FAIR,22,EXCELLENT,65,EXCELLENT,FAIR,EXCELLENT,POSITIVE_LONG_AND_CONTINUOUS,HARD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_HARD_DURING_DAY,,,53.0,45,13.0,8.0,19.0,21.0,49,480,540,TODAYS_LOAD_AND_CHRONIC,NO_CHANGE
2025-10-07,416.0,59.0,250.0,107.0,0.0,0,,85,GOOD,26,EXCELLENT,14,FAIR,60,FAIR,EXCELLENT,EXCELLENT,POSITIVE_REFRESHING,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,47.0,43,12.0,7.0,18.0,11.0,64,480,500,NO_CHANGE,NO_CHANGE
2025-10-08,390.8,116.0,193.0,82.0,0.0,0,,82,GOOD,21,GOOD,30,EXCELLENT,49,FAIR,EXCELLENT,EXCELLENT,POSITIVE_RECOVERING,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,45.0,41,12.0,6.0,18.0,8.0,60,480,480,NO_CHANGE,NO_CHANGE
2025-10-09,408.5,130.0,186.0,93.0,0.0,0,,84,GOOD,23,EXCELLENT,32,EXCELLENT,46,FAIR,GOOD,EXCELLENT,POSITIVE_CONTINUOUS,STRESS_POS_EXCELLENT_OR_GOOD_SLEEP_VERY_RESTFUL_DAY,,,44.0,42,12.0,6.0,16.0,14.0,64,480,500,NO_CHANGE,NO_CHANGE
2025-10-10,422.0,58.0,277.0,87.0,9.0,1,,80,GOOD,21,FAIR,14,FAIR,66,FAIR,FAIR,EXCELLENT,POSITIVE_CALM,MOD_EXERCISE_POS_EXCELLENT_OR_GOOD_SLEEP_MODERATE_DURING_DAY,,,49.0,44,10.0,6.0,18.0,17.0,56,480,500,NO_CHANGE,NO_CHANGE
2025-10-11,407.9,135.0,252.0,21.0,15.0,2,,62,FAIR,5,POOR,33,EXCELLENT,62,FAIR,POOR,GOOD,NEGATIVE_NOT_ENOUGH_REM,RHYTHM_NEG_FAIR_SLEEP_REALLY_LATE_TIMING,,,58.0,46,13.0,6.0,20.0,27.0,38,480,480,NO_CHANGE,NO_CHANGE
2025-10-12,391.0,108.0,226.0,57.0,3.0,0,,74,FAIR,15,FAIR,28,EXCELLENT,58,FAIR,FAIR,EXCELLENT,POSITIVE_CONTINUOUS,MOD_EXERCISE_POS_FAIR_SLEEP_MOD_TO_VIG_DURING_DAY_OUTDOOR,,,55.0,49,13.0,8.0,19.0,23.0,55,480,540,NO_CHANGE,INCREASING
2025-10-13,390.0,101.0,241.0,48.0,12.0,1,,75,FAIR,12,FAIR,26,EXCELLENT,62,FAIR,FAIR,EXCELLENT,POSITIVE_DEEP,GENERAL_POS_FAIR_OR_POOR_SLEEP,,,57.0,45,13.0,7.0,19.0,20.0,46,480,520,NO_CHANGE,NO_CHANGE
